STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1262;19920517;-999;-999;-999;   10;   0.0;   0;   10.600;   0;   2.3;   9.7;  973.50;   15.6;   53.00;   22.2;   13.5;   13.0;eor
       1262;19920518;-999;-999;-999;   10;   0.0;   0;   12.300;   0;   2.7;   9.0;  970.90;   13.4;   58.00;   19.1;    6.4;    5.9;eor
       1262;19920519;    3;  14.8;-999;   10;   0.0;   0;   11.700;   0;   1.0;   9.5;  971.20;   13.2;   62.00;   18.2;    6.4;    6.4;eor
       1262;19920520;    3;  18.2;   7.8;   10;   0.0;   0;   13.100;   0;   0.7;   8.7;  967.80;   14.9;   50.00;   20.3;    9.7;    9.3;eor
       1262;19920521;    3;  10.0;   3.2;   10;   0.0;   6;    8.700;   0;   2.7;   9.5;  965.70;   12.4;   63.00;   20.5;    7.7;    7.0;eor
       1262;19920522;    3;   8.7;   2.7;   10;   0.0;   0;   13.300;   0;   5.0;   9.0;  964.10;   16.1;   52.00;   22.0;    4.5;    4.3;eor
       1262;19920523;    3;  13.4;   4.9;   10;   0.0;   0;   10.900;   0;   3.0;  11.4;  961.20;   17.9;   55.00;   24.5;   10.1;   10.0;eor
       1262;19920524;    3;  16.1;   2.3;   10;   0.4;   6;    6.400;   0;   4.3;  12.1;  962.50;   15.5;   67.00;   23.5;   10.4;   10.6;eor
       1262;19920525;    3;   8.3;   1.9;   10;   0.0;   0;   13.300;   0;   2.0;  12.6;  965.20;   17.9;   61.00;   24.7;    8.1;    7.5;eor
       1262;19920526;    3;  11.7;-999;   10;   0.0;   0;   12.100;   0;   2.0;   9.0;  962.90;   17.4;   46.00;   23.1;    8.3;    8.1;eor
       1262;19920527;    3;   8.5;-999;   10;   0.0;   0;   12.600;   0;   5.0;   9.2;  962.00;   16.4;   49.00;   22.5;    9.4;    9.6;eor
       1262;19920528;-999;-999;-999;   10;   0.0;   0;   12.900;   0;   0.7;   9.3;  963.30;   16.0;   50.00;   21.4;    8.0;    8.0;eor
       1262;19920529;    3;  10.3;   2.8;   10;   0.0;   0;    9.900;   0;   4.3;   9.6;  961.00;   16.7;   52.00;   22.9;    5.6;    5.4;eor
       1262;19920530;    3;   9.0;   3.1;   10;   0.0;   0;   11.900;   0;   5.0;   9.5;  963.50;   16.2;   52.00;   22.4;    9.6;    9.6;eor
       1262;19920531;    3;  10.9;   3.4;   10;   0.0;   6;    9.400;   0;   5.7;  11.0;  960.50;   19.0;   51.00;   23.4;    8.6;    8.9;eor
       1262;19920601;    3;   2.9;-999;   10;   0.0;   0;    6.800;   0;   2.7;  14.2;  957.80;   19.8;   61.00;   25.8;   13.6;   13.8;eor
       1262;19920602;-999;-999;-999;   10;   0.0;   6;    6.200;   0;   4.7;  15.0;  955.00;   20.4;   64.00;   29.1;   12.9;   13.2;eor
       1262;19920603;    3;  15.7;-999;   10;  15.3;   8;    1.000;   0;   7.7;  15.8;  958.40;   15.8;   84.00;   20.5;   13.6;   15.6;eor
       1262;19920604;    3;  11.2;   4.3;   10;   0.0;   6;    4.900;   0;   6.0;  13.6;  960.50;   16.9;   70.00;   21.9;   13.5;   12.7;eor
       1262;19920605;    3;  18.8;   3.4;   10;  12.2;   6;    4.300;   0;   6.7;  14.2;  958.00;   15.7;   77.00;   23.7;   11.9;   11.6;eor
       1262;19920606;    3;   7.9;   2.6;   10;   0.0;   6;    5.800;   0;   6.3;  12.3;  960.70;   15.5;   70.00;   19.6;    9.7;    8.9;eor
       1262;19920607;    3;   8.1;   2.8;   10;   0.0;   6;   10.100;   0;   3.3;  11.6;  958.40;   15.5;   66.00;   21.0;   10.8;    9.7;eor
       1262;19920608;    3;  10.3;   2.8;   10;   0.0;   6;    0.300;   0;   7.0;  12.8;  954.20;   14.3;   78.00;   17.5;   10.9;   10.1;eor
       1262;19920609;    3;   8.4;   3.2;   10;   0.0;   6;    1.400;   0;   5.7;  13.1;  957.90;   14.2;   80.00;   18.7;   12.5;   12.6;eor
       1262;19920610;    3;  12.2;   2.4;   10;   0.2;   6;    2.900;   0;   7.0;  12.9;  958.10;   13.7;   80.00;   20.1;    9.9;    9.0;eor
       1262;19920611;    3;   7.0;   2.0;   10;   0.1;   6;    5.400;   0;   5.3;  12.2;  959.10;   14.0;   76.00;   18.8;    7.7;    6.3;eor
       1262;19920612;    3;  10.2;   1.9;   10;   1.2;   6;    0.100;   0;   7.3;  13.2;  961.00;   14.8;   79.00;   17.8;   11.1;   10.7;eor
       1262;19920613;    3;   5.0;-999;   10;   0.0;   6;    4.300;   0;   5.3;  15.0;  964.20;   15.2;   86.00;   22.5;   12.9;   12.6;eor
       1262;19920614;-999;-999;-999;   10;   0.0;   0;    7.100;   0;   5.7;  13.4;  970.50;   16.6;   71.00;   22.3;   11.0;   10.0;eor
       1262;19920615;-999;-999;-999;   10;   0.0;   0;   11.900;   0;   1.7;  12.8;  968.60;   18.6;   61.00;   24.5;    8.7;    7.5;eor
       1262;19920616;-999;-999;-999;   10;   0.0;   0;    9.000;   0;   3.3;  15.2;  964.50;   20.0;   65.00;   24.7;   10.9;    9.3;eor
       1262;19920617;-999;-999;-999;   10;   0.0;   6;    0.500;   0;   7.0;  14.8;  966.50;   17.8;   70.00;   20.3;   15.4;   13.4;eor
       1262;19920618;    3;   7.8;   1.8;   10;   0.0;   0;   10.100;   0;   3.0;  11.2;  961.30;   16.9;   58.00;   22.5;   10.3;    7.7;eor
       1262;19920619;    3;   8.3;   3.3;   10;   0.0;   6;    0.000;   0;   7.7;  13.1;  959.80;   12.6;   88.00;   15.7;   11.6;   10.7;eor
       1262;19920620;    3;   8.3;   2.8;   10;   0.0;   6;    6.100;   0;   3.7;  15.8;  961.00;   17.9;   79.00;   24.2;   11.4;   11.7;eor
       1262;19920621;    3;  10.3;   3.5;   10;   0.0;   0;    4.400;   0;   6.3;  14.0;  964.90;   17.4;   71.00;   21.8;   13.9;   13.5;eor
       1262;19920622;    3;   8.1;   2.6;   10;   0.0;   0;    8.000;   0;   6.7;  15.4;  960.70;   19.6;   67.00;   23.8;   12.9;   11.7;eor
       1262;19920623;    3;  24.1;   2.6;   10;  11.9;   6;    3.500;   0;   7.0;  16.6;  955.20;   19.2;   74.00;   27.0;   13.9;   12.6;eor
       1262;19920624;    3;   8.8;   3.2;   10;   1.0;   6;    6.500;   0;   5.0;  16.5;  959.10;   17.6;   81.00;   21.6;   14.7;   14.1;eor
       1262;19920625;    3;   9.5;   2.1;   10;   0.4;   6;    0.400;   0;   8.0;  16.9;  962.80;   16.4;   90.00;   20.1;   14.1;   13.6;eor
       1262;19920626;    3;   6.4;   1.4;   10;   0.0;   0;    3.800;   0;   5.0;  14.8;  966.10;   17.6;   73.00;   22.3;   14.5;   14.0;eor
       1262;19920627;    3;  11.8;   2.0;   10;   0.0;   0;   12.100;   0;   2.0;  11.5;  968.10;   17.8;   58.00;   23.2;    9.5;    8.5;eor
       1262;19920628;    3;  11.8;   2.8;   10;   0.0;   0;   13.900;   0;   0.3;  11.2;  968.90;   17.8;   56.00;   23.4;    8.5;    6.5;eor
       1262;19920629;    3;   7.9;   2.2;   10;   0.0;   0;   14.000;   0;   0.3;  11.0;  966.40;   19.6;   50.00;   26.6;    9.3;    7.2;eor
       1262;19920630;    3;   5.9;   1.4;   10;   0.0;   0;   13.800;   0;   1.0;  12.2;  962.70;   21.1;   51.00;   28.2;    9.7;    8.8;eor
       1262;19920701;    3;  11.3;   4.0;   10;   7.7;   6;    9.100;   0;   6.0;  15.0;  961.50;   20.8;   61.00;   25.8;   14.0;   13.2;eor
       1262;19920702;    3;   8.5;   2.7;   10;   0.0;   0;    5.000;   0;   5.0;  15.6;  964.00;   19.1;   70.00;   23.3;   15.1;   14.3;eor
       1262;19920703;    3;   5.3;   1.5;   10;   0.2;   6;    7.400;   0;   3.7;  15.4;  964.40;   20.4;   65.00;   26.2;   14.1;   13.4;eor
       1262;19920704;    3;  18.0;   3.3;   10;   6.5;   6;    3.100;   0;   6.7;  14.3;  959.60;   15.9;   76.00;   23.2;   12.6;   11.6;eor
       1262;19920705;    3;   7.4;   1.5;   10;   2.9;   6;    1.700;   0;   5.3;  13.9;  957.20;   15.1;   82.00;   18.3;   12.4;   12.2;eor
       1262;19920706;    3;   9.5;   2.1;   10;   0.2;   6;    4.400;   0;   6.7;  14.2;  960.00;   16.8;   75.00;   22.3;   13.4;   12.7;eor
       1262;19920707;    3;   8.0;   2.4;   10;   0.0;   6;    0.700;   0;   7.3;  15.2;  964.90;   15.3;   87.00;   18.0;   12.6;   11.5;eor
       1262;19920708;    3;   9.8;   2.6;   10;   0.0;   0;    6.500;   0;   2.7;  14.9;  966.90;   17.2;   77.00;   22.9;   10.9;   10.1;eor
       1262;19920709;    3;  10.1;   2.9;   10;   0.0;   0;   13.400;   0;   2.7;  13.9;  962.60;   19.7;   61.00;   25.6;   11.6;   10.4;eor
       1262;19920710;    3;   9.3;   2.4;   10;   1.3;   6;    2.900;   0;   6.0;  16.3;  958.90;   17.9;   79.00;   22.3;   15.5;   14.9;eor
       1262;19920711;    3;   9.6;   3.3;   10;   7.7;   6;    0.000;   0;   8.0;  15.3;  960.60;   14.0;   94.00;   18.1;   13.1;   13.3;eor
       1262;19920712;    3;  14.7;   4.0;   10;   0.3;   6;    5.700;   0;   6.0;  14.0;  961.00;   15.7;   77.00;   20.1;   10.9;    9.9;eor
       1262;19920713;    3;   8.5;   3.3;   10;   0.0;   0;    9.000;   0;   3.0;  13.3;  968.40;   17.3;   68.00;   23.1;   13.3;   12.5;eor
       1262;19920714;    3;  11.1;   3.9;   10;   2.7;   6;    4.600;   0;   6.3;  14.1;  967.50;   20.3;   60.00;   24.2;   11.7;   10.3;eor
       1262;19920715;    3;   9.7;   3.5;   10;   0.0;   6;    1.800;   0;   5.3;  16.7;  968.40;   17.1;   83.00;   21.2;   15.4;   14.9;eor
       1262;19920716;    3;   5.2;   1.1;   10;   0.0;   0;    1.900;   0;   6.7;  15.8;  967.80;   19.6;   70.00;   23.6;   14.0;   13.5;eor
       1262;19920717;    3;  11.7;   2.1;   10;   0.0;   0;   12.900;   0;   3.7;  15.9;  968.60;   22.3;   62.00;   29.2;   12.5;   11.7;eor
       1262;19920718;    3;  11.3;   3.6;   10;   0.0;   0;    1.400;   0;   6.7;  15.6;  971.20;   19.8;   66.00;   22.9;   16.8;   15.5;eor
       1262;19920719;    3;   7.9;   1.5;   10;   0.0;   0;   13.800;   0;   0.7;  13.0;  969.40;   20.9;   53.00;   26.6;   14.8;   13.3;eor
       1262;19920720;    3;   9.6;   2.7;   10;   0.0;   0;   13.800;   0;   2.7;  16.3;  964.20;   23.2;   58.00;   30.3;   12.6;   10.3;eor
       1262;19920721;    3;  30.2;   2.3;   10;   4.1;   6;   13.200;   0;   3.3;  18.3;  962.30;   26.2;   55.00;   33.3;   14.8;   13.3;eor
       1262;19920722;    3;   7.3;-999;   10;   5.9;   6;    4.700;   0;   5.7;  18.9;  969.90;   19.2;   82.00;   25.5;   15.1;   14.5;eor
       1262;19920723;-999;-999;-999;   10;   0.0;   0;    9.600;   0;   2.3;  17.9;  971.10;   20.0;   77.00;   25.1;   15.6;   15.0;eor
       1262;19920724;-999;-999;-999;   10;   3.4;   6;   13.100;   0;   2.3;  16.7;  967.00;   21.7;   65.00;   27.3;   13.4;   12.2;eor
       1262;19920725;-999;-999;-999;   10;   0.4;   6;    4.500;   0;   6.0;  19.8;  967.70;   20.6;   81.00;   24.5;   18.0;   17.4;eor
       1262;19920726;-999;-999;-999;   10;   0.0;   0;   10.400;   0;   3.0;  17.2;  969.60;   21.8;   68.00;   28.3;   13.3;   12.4;eor
       1262;19920727;-999;-999;-999;   10;   0.0;   0;   12.900;   0;   3.0;  16.6;  968.50;   24.4;   57.00;   31.0;   13.4;   12.4;eor
       1262;19920728;-999;-999;-999;   10;   0.0;   0;   11.300;   0;   3.0;   9.7;  975.40;   17.4;   49.00;   24.1;   15.2;   15.4;eor
       1262;19920729;-999;-999;-999;   10;   0.7;   6;   12.500;   0;   5.0;  12.4;  970.50;   20.1;   53.00;   26.5;    8.6;    7.5;eor
       1262;19920730;-999;-999;-999;   10;   0.0;   0;   12.200;   0;   0.7;  16.4;  969.30;   25.0;   54.00;   32.5;   14.9;   14.0;eor
       1262;19920731;-999;-999;-999;   10;   0.1;   6;    7.800;   0;   4.3;  17.1;  967.80;   23.6;   59.00;   30.0;   14.4;   13.8;eor
       1262;19920801;    3;  20.1;-999;   10;   0.6;   6;    7.500;   0;   5.3;  16.8;  965.10;   21.9;   63.00;   30.9;   16.0;   15.2;eor
       1262;19920802;    3;  11.4;   2.5;   10;   0.0;   6;    9.500;   0;   1.7;  18.0;  964.00;   23.5;   64.00;   31.3;   14.2;   13.2;eor
       1262;19920803;    3;  12.4;   2.7;   10;   7.7;   6;   11.200;   0;   3.0;  17.3;  962.20;   26.0;   53.00;   33.9;   16.2;   15.4;eor
       1262;19920804;    3;  12.5;   2.2;   10;   4.6;   6;    0.800;   0;   5.7;  19.1;  970.10;   19.8;   82.00;   25.3;   18.2;   17.8;eor
       1262;19920805;    3;   9.0;   1.8;   10;   0.0;   0;   10.700;   0;   2.3;  17.6;  972.80;   20.2;   77.00;   27.2;   11.5;   10.8;eor
       1262;19920806;    3;   6.3;   0.9;   10;   0.0;   0;   12.400;   0;   2.7;  17.2;  971.40;   23.3;   63.00;   31.5;   12.5;   11.2;eor
       1262;19920807;    3;   9.1;   2.0;   10;   0.0;   0;   11.600;   0;   3.0;  18.2;  969.00;   25.7;   59.00;   32.7;   16.0;   14.8;eor
       1262;19920808;    3;   6.4;   1.4;   10;   0.0;   0;   11.300;   0;   1.0;  19.4;  966.10;   24.9;   64.00;   33.5;   17.0;   15.7;eor
       1262;19920809;    3;   7.8;   1.6;   10;   0.0;   0;   13.200;   0;   0.3;  17.1;  961.40;   26.3;   52.00;   35.1;   16.0;   15.3;eor
       1262;19920810;    3;  21.1;   4.7;   10;   6.7;   6;    6.000;   0;   5.7;  17.2;  964.30;   17.3;   84.00;   25.7;   15.1;   15.1;eor
       1262;19920811;    3;   7.7;   1.9;   10;   0.0;   0;    9.400;   0;   4.3;  13.7;  967.60;   19.6;   62.00;   24.7;   11.1;    9.9;eor
       1262;19920812;    3;   9.0;   2.3;   10;   0.0;   0;    4.900;   0;   4.7;  14.3;  969.10;   18.9;   67.00;   24.0;   14.7;   13.8;eor
       1262;19920813;    3;  16.2;   4.9;   10;   0.0;   6;    5.700;   0;   6.0;  12.4;  965.80;   18.9;   57.00;   23.9;   13.1;   11.1;eor
       1262;19920814;    3;  17.5;   4.4;   10;   2.6;   6;    0.700;   0;   7.3;  14.9;  961.80;   16.0;   80.00;   22.4;   13.9;   13.0;eor
       1262;19920815;    3;   7.2;   1.4;   10;   0.0;   0;    7.200;   0;   5.7;  12.0;  966.20;   15.6;   72.00;   21.3;    9.2;    7.7;eor
       1262;19920816;    3;   5.9;   1.2;   10;   0.0;   0;    9.900;   0;   5.3;  13.4;  967.30;   18.5;   66.00;   24.7;    7.8;    6.5;eor
       1262;19920817;    3;  13.0;   3.4;   10;   0.0;   0;   12.500;   0;   4.0;  14.9;  966.90;   22.0;   58.00;   28.4;   13.2;   11.6;eor
       1262;19920818;    3;  10.0;   1.5;   10;   0.0;   6;   12.500;   0;   0.7;  15.6;  966.10;   23.2;   57.00;   31.6;   13.0;   12.1;eor
       1262;19920819;    3;  11.5;-999;   10;   0.0;   0;   10.600;   0;   1.7;  15.4;  964.00;   24.9;   49.00;   32.5;   14.2;   12.1;eor
       1262;19920820;    3;  12.9;   2.7;   10;   1.8;   6;   10.200;   0;   5.0;  18.0;  961.00;   25.5;   58.00;   32.7;   15.4;   13.6;eor
       1262;19920821;    3;  16.5;   2.2;   10;  14.7;   6;    9.400;   0;   4.7;  19.1;  962.30;   22.6;   70.00;   28.7;   18.6;   17.9;eor
       1262;19920822;    3;  10.6;   2.1;   10;   2.0;   6;    7.700;   0;   3.3;  18.5;  961.70;   21.0;   76.00;   26.0;   14.9;   14.3;eor
       1262;19920823;    3;  21.0;   3.4;   10;  16.2;   6;    3.900;   0;   6.3;  18.4;  965.20;   18.0;   86.00;   23.7;   15.6;   16.2;eor
       1262;19920824;    3;  10.6;   2.4;   10;   0.1;   6;    2.400;   0;   7.0;  17.6;  968.80;   20.4;   76.00;   24.5;   13.3;   12.2;eor
       1262;19920825;    3;  10.1;   3.1;   10;   0.0;   0;   11.700;   0;   2.0;  15.5;  967.40;   22.2;   59.00;   30.3;   15.5;   13.8;eor
       1262;19920826;    3;  10.3;   2.2;   10;   4.4;   6;    8.800;   0;   4.0;  14.5;  963.60;   24.6;   52.00;   32.8;   10.8;    9.1;eor
       1262;19920827;    3;  16.7;-999;   10;   0.0;   0;    9.800;   0;   2.0;  20.3;  964.10;   22.0;   79.00;   28.3;   15.7;   14.9;eor
       1262;19920828;    3;   7.8;   1.5;   10;   0.0;   6;   10.300;   0;   4.0;  17.4;  958.90;   25.6;   58.00;   31.8;   14.9;   14.4;eor
       1262;19920829;    3;  13.9;   2.2;   10;   1.0;   6;    7.400;   0;   5.0;  15.9;  956.00;   21.5;   65.00;   33.4;   14.3;   13.0;eor
       1262;19920830;    3;   6.6;   2.0;   10;   0.0;   0;    3.400;   0;   4.7;  17.2;  956.60;   17.5;   85.00;   21.8;   15.8;   15.8;eor
       1262;19920831;    3;  18.8;   3.6;   10;  14.8;   6;    8.900;   0;   7.3;  16.0;  952.10;   17.4;   80.00;   28.4;   13.1;   11.8;eor
       1262;19920901;    3;  17.8;   7.0;   10;   1.8;   6;    4.400;   0;   6.0;  10.7;  965.80;   11.1;   80.00;   16.0;    8.6;    8.7;eor
       1262;19920902;    3;  10.5;   2.2;   10;   0.0;   6;   11.700;   0;   3.3;  10.6;  969.30;   15.2;   64.00;   20.9;    6.8;    5.4;eor
       1262;19920903;    3;  13.9;   4.4;   10;   0.9;   6;    1.200;   0;   6.7;  14.0;  965.90;   17.0;   71.00;   20.7;   13.0;   10.6;eor
       1262;19920904;    3;  26.1;   5.0;   10;  20.7;   8;    0.300;   0;   7.3;  11.6;  963.40;   10.2;   90.00;   16.2;    8.3;   10.8;eor
       1262;19920905;    3;  16.9;   6.8;   10;   0.2;   6;    0.100;   0;   7.7;   9.4;  968.70;   10.0;   77.00;   11.6;    6.8;    5.9;eor
       1262;19920906;    3;  12.2;   3.8;   10;   0.0;   0;    6.900;   0;   2.3;   8.2;  969.70;    8.7;   73.00;   15.5;    5.9;    4.5;eor
       1262;19920907;    3;   6.7;   1.6;   10;   0.5;   6;    6.100;   0;   3.0;   9.2;  964.30;   12.6;   70.00;   20.0;    0.9;   -0.3;eor
       1262;19920908;    3;   5.4;   2.2;   10;   0.0;   6;    0.000;   0;   5.3;  12.5;  968.40;   13.1;   81.00;   16.2;   11.8;    9.7;eor
       1262;19920909;    3;   7.5;   1.6;   10;   0.0;   0;    7.800;   0;   4.7;  11.4;  971.80;   13.8;   74.00;   18.9;    7.8;    6.2;eor
       1262;19920910;    3;  29.5;   2.4;   10;   0.4;   6;    4.000;   0;   6.0;  13.8;  969.40;   16.3;   75.00;   21.2;    9.3;    8.0;eor
       1262;19920911;    3;   7.3;   1.8;   10;   0.2;   6;    9.000;   0;   2.3;  14.3;  969.90;   17.5;   72.00;   25.1;   13.2;   11.4;eor
       1262;19920912;    3;   6.7;   2.1;   10;   0.0;   6;    1.500;   0;   4.3;  15.4;  973.10;   14.8;   90.00;   18.6;   11.7;    9.3;eor
       1262;19920913;    3;   9.0;   2.0;   10;   2.2;   6;    7.100;   0;   5.0;  13.1;  966.60;   16.0;   74.00;   23.4;   11.4;   10.4;eor
       1262;19920914;    3;  13.1;   3.1;   10;  17.3;   6;    0.400;   0;   7.7;  14.7;  965.90;   13.8;   93.00;   16.2;   11.9;    9.2;eor
       1262;19920915;    3;   9.9;   2.4;   10;   0.0;   0;    5.800;   0;   4.3;  12.5;  971.90;   14.0;   77.00;   20.3;   10.6;    9.1;eor
       1262;19920916;    3;   8.1;   2.1;   10;   0.0;   0;   11.100;   0;   0.3;  13.8;  971.70;   15.2;   79.00;   21.8;    8.0;    6.6;eor
       1262;19920917;    3;   5.1;   1.2;   10;   0.0;   0;    9.100;   0;   2.0;  13.2;  969.40;   14.0;   82.00;   21.1;    7.2;    6.9;eor
       1262;19920918;    3;   6.2;   2.0;   10;   0.0;   0;    9.800;   0;   2.3;  12.8;  969.00;   13.4;   83.00;   21.2;    6.5;    5.2;eor
       1262;19920919;    3;   4.7;   1.4;   10;   2.9;   6;    6.900;   0;   5.3;  12.1;  968.40;   14.0;   77.00;   19.9;    5.7;    3.7;eor
       1262;19920920;    3;   3.9;   0.6;   10;   0.0;   0;    7.000;   0;   2.7;  11.5;  968.30;   13.8;   75.00;   21.0;    8.3;    7.4;eor
       1262;19920921;    3;   6.5;   1.7;   10;   0.0;   0;    9.400;   0;   2.3;  13.3;  965.40;   14.3;   81.00;   21.6;    5.4;    4.9;eor
       1262;19920922;    3;   9.3;   3.0;   10;   0.0;   0;   10.100;   0;   0.3;  12.8;  962.20;   15.8;   73.00;   24.1;    8.9;    7.1;eor
       1262;19920923;    3;  10.6;   2.8;   10;   0.0;   6;    2.100;   0;   7.0;  13.4;  966.90;   14.2;   82.00;   18.2;   10.4;    8.0;eor
       1262;19920924;    3;   4.6;   1.2;   10;   0.1;   6;    0.200;   0;   5.7;  13.3;  968.80;   13.0;   88.00;   15.1;   12.2;   11.7;eor
       1262;19920925;    3;   5.5;   1.4;   10;   0.0;   6;    3.600;   0;   3.7;  13.7;  968.40;   13.5;   87.00;   18.5;    7.3;    6.7;eor
       1262;19920926;    3;   5.8;   1.3;   10;   0.0;   0;    6.100;   0;   2.7;  13.2;  967.90;   13.7;   83.00;   21.6;    7.3;    7.0;eor
       1262;19920927;    3;   8.8;   2.6;   10;   0.0;   0;   10.500;   0;   0.0;  11.6;  963.90;   15.0;   70.00;   23.8;    6.0;    4.5;eor
       1262;19920928;    3;   9.6;   2.9;   10;   3.7;   6;    6.300;   0;   5.0;  13.8;  962.60;   14.6;   83.00;   22.1;    8.4;    6.4;eor
       1262;19920929;    3;  10.2;   4.2;   10;  15.6;   6;    0.000;   0;   8.0;  13.2;  964.80;   12.0;   93.00;   14.2;   11.3;   11.7;eor
       1262;19920930;    3;   8.3;-999;   10;   5.1;   6;    0.000;   0;   8.0;  13.5;  967.80;   12.2;   94.00;   13.0;   11.3;   10.7;eor
       1262;19921001;    3;   6.0;-999;   10;   0.1;   6;    0.500;   0;   5.3;  12.9;  967.40;   11.8;   91.00;   15.5;   10.1;   10.6;eor
       1262;19921002;    3;   5.9;   1.6;   10;   0.0;   0;    1.100;   0;   7.3;  12.5;  961.80;   11.8;   90.00;   15.7;    6.5;    5.5;eor
       1262;19921003;    3;   8.1;   3.2;   10;   0.1;   6;    0.400;   0;   7.3;  12.1;  950.90;   11.4;   89.00;   13.7;    9.5;    7.7;eor
       1262;19921004;    3;  22.9;   8.9;   10;   1.5;   6;    0.300;   0;   6.3;  11.1;  948.00;   11.9;   78.00;   14.7;   10.2;    8.1;eor
       1262;19921005;    3;  10.3;   4.4;   10;   0.0;   6;    4.500;   0;   6.7;  12.8;  948.40;   13.8;   82.00;   18.6;    8.4;    7.1;eor
       1262;19921006;    3;   6.9;   2.5;   10;   6.8;   6;    3.000;   0;   5.3;  12.5;  952.30;   12.9;   85.00;   17.2;    7.0;    5.8;eor
       1262;19921007;    3;   7.4;   2.8;   10;   0.3;   6;    0.000;   0;   7.3;  11.9;  963.80;   11.4;   89.00;   13.4;    9.7;    9.3;eor
       1262;19921008;    3;   4.8;   1.3;   10;   0.0;   0;    1.400;   0;   5.3;  11.5;  970.70;   12.0;   83.00;   14.3;    9.1;    6.1;eor
       1262;19921009;    3;   8.2;   1.9;   10;   0.7;   6;    4.400;   0;   7.0;  11.4;  962.40;   12.0;   81.00;   16.4;   10.8;   10.4;eor
       1262;19921010;    3;  11.7;   4.0;   10;   0.0;   6;    0.000;   0;   8.0;   9.8;  961.10;    8.8;   87.00;   10.9;    8.0;    8.4;eor
       1262;19921011;    3;   6.3;   2.1;   10;   0.0;   0;    0.000;   0;   7.3;   9.3;  960.00;    8.5;   83.00;   10.5;    7.6;    7.5;eor
       1262;19921012;    3;  10.5;   3.0;   10;   0.0;   0;    1.000;   0;   5.0;   6.8;  965.50;    4.4;   78.00;   10.8;    2.4;   -0.1;eor
       1262;19921013;    3;  11.4;   4.2;   10;   0.0;   0;    9.700;   0;   0.3;   5.2;  969.90;    3.7;   64.00;    9.6;   -0.7;   -3.1;eor
       1262;19921014;    3;   6.0;   1.3;   10;   0.0;   6;    0.000;   0;   5.0;   7.5;  962.90;    4.8;   87.00;    9.6;   -3.2;   -4.6;eor
       1262;19921015;    3;  12.0;   3.7;   10;   0.1;   6;    3.400;   0;   5.7;   8.6;  950.80;    9.6;   72.00;   12.4;    2.7;    0.7;eor
       1262;19921016;    3;   7.4;   1.9;   10;   0.7;   6;    0.000;   0;   7.0;   7.0;  950.60;    4.4;   84.00;    8.9;    3.6;    3.3;eor
       1262;19921017;    3;   7.5;   3.1;   10;  18.9;   8;    0.000;   0;   7.7;   7.3;  949.00;    2.4;   97.00;    4.4;    0.3;    2.6;eor
       1262;19921018;    3;   9.8;   2.5;   10;   0.0;   6;    0.300;   0;   5.0;   6.3;  959.70;    2.0;   87.00;    5.4;    0.3;    0.4;eor
       1262;19921019;    3;   8.7;   1.8;   10;   0.0;   0;    7.000;   0;   2.3;   5.9;  962.60;    2.2;   83.00;    8.5;   -2.6;   -6.0;eor
       1262;19921020;    3;   3.4;   0.7;   10;   1.1;   6;    1.700;   0;   6.3;   7.2;  961.30;    3.6;   94.00;    6.8;   -3.2;   -4.2;eor
       1262;19921021;    3;  16.8;   2.0;   10;   7.1;   6;    0.000;   0;   7.0;   8.4;  955.90;    4.9;   95.00;    7.8;    1.4;   -0.2;eor
       1262;19921022;    3;  14.7;   5.2;   10;   0.3;   6;    1.500;   0;   6.7;   6.9;  957.00;    4.3;   81.00;    7.2;    2.7;    2.6;eor
       1262;19921023;    3;  15.2;   3.5;   10;   3.9;   6;    0.100;   0;   7.7;   7.4;  953.00;    5.3;   84.00;    9.0;    1.2;   -0.9;eor
       1262;19921024;    3;  22.7;   6.1;   10;   9.6;   8;    1.800;   0;   6.7;   7.2;  956.90;    4.3;   86.00;    6.3;    1.7;    3.1;eor
       1262;19921025;    3;  27.0;   4.7;   10;   9.7;   6;    0.000;   0;   8.0;   8.5;  951.60;    5.8;   95.00;   13.7;    1.7;    1.3;eor
       1262;19921026;    3;  24.3;   9.6;   10;   0.6;   6;    0.500;   0;   7.7;   7.5;  955.20;    6.3;   76.00;    8.5;    5.0;    5.4;eor
       1262;19921027;    3;   6.2;   2.2;   10;   4.8;   6;    0.000;   0;   7.7;   8.1;  954.30;    4.6;   97.00;    5.9;    1.0;   -0.8;eor
       1262;19921028;    3;  14.1;   2.7;   10;  12.9;   6;    0.500;   0;   7.7;   9.3;  949.10;    7.0;   88.00;   11.6;    5.3;    2.2;eor
       1262;19921029;    3;  20.1;   5.4;   10;   0.0;   0;    4.100;   0;   3.3;   6.8;  952.40;    7.0;   69.00;   10.5;    4.0;    3.4;eor
       1262;19921030;    3;   6.4;   2.1;   10;   2.7;   6;    0.800;   0;   6.7;   7.1;  957.20;    3.7;   90.00;    7.3;   -0.5;   -3.5;eor
       1262;19921031;    3;   5.6;   2.1;   10;   0.4;   6;    0.000;   0;   5.7;   7.8;  966.50;    3.9;   95.00;    5.9;    3.1;    1.1;eor
